movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,quantity,gross_weight,net_weight,stone_weight,fine_weight,purity,location_to,value,gold_rate_used,created_at,huid,item_name,category,purity_item,gross_weight_item,net_weight_item,stone_weight_item,fine_weight_item,pieces,design_code,certificate_no,supplier_id,location,slab_id,created_at_item,account_name,account_type,credit_terms,contact,slab_label,product_category,store
466,V10465,2025-10-10,SALE,75,LBL00123,1,54.563,54.216,0.213,49.662,916,MAIN_STORE,317622.91,5707.08,2025-10-10,H344026,CHAIN LBL00123,CHAIN,916,54.563,54.216,0.213,49.662,1,DES5759,,5006,MAIN_STORE,5,2025-11-24 11:50:05.200625,Customer_75,Customer,Net 30,+919426282426,50+ GM,GOLD CHAINS,MAIN_STORE
467,V10466,2025-10-10,SALE,37,LBL00137,1,43.667,43.139,0.04,25.236,585,MAIN_STORE,145072.92,5598.75,2025-10-10,H935981,BANGLE LBL00137,BANGLE,585,43.667,43.139,0.028,25.236,1,DES1582,,5004,MAIN_STORE,21,2025-11-24 11:50:05.235941,Customer_37,Customer,Net 0,+917148876024,30+ GM,GOLD BRACELET,MAIN_STORE
468,V10467,2025-10-10,SALE,7,LBL00038,1,36.945,36.54,0.0,33.471,916,MAIN_STORE,216608.58,5786.66,2025-10-10,H534152,CHAIN LBL00038,CHAIN,916,35.89,35.478,0.0,32.498,1,DES7737,,5009,MAIN_STORE,4,2025-11-24 11:50:04.970834,Customer_7,Customer,Net 0,+919231172272,20–50 GM,GOLD CHAINS,MAIN_STORE
469,V10468,2025-10-10,SALE,33,LBL00175,1,2.49,2.394,0.0,2.193,916,MAIN_STORE,13058.01,5436.03,2025-10-10,H386929,RING LBL00175,RING,916,2.534,2.394,0.0,2.193,1,DES2875,,5000,MAIN_STORE,7,2025-11-24 11:50:05.338583,Customer_33,Customer,Net 0,+918610883633,2–5 GM,GOLD RINGS,MAIN_STORE
470,V10469,2025-10-10,SALE,46,LBL00009,1,14.189,13.699,0.0,12.548,916,MAIN_STORE,77080.9,5708.0,2025-10-10,H780956,BANGLE LBL00009,BANGLE,916,15.392,14.974,0.028,13.716,1,DES7332,,5007,MAIN_STORE,20,2025-11-24 11:50:04.900958,Customer_46,Customer,Net 30,+919451001264,15–30 GM,GOLD BRACELET,MAIN_STORE
471,V10470,2025-10-10,SALE,96,LBL00058,1,9.818,9.426,0.012,7.069,750,MAIN_STORE,45164.83,5785.78,2025-10-10,H871051,BANGLE LBL00058,BANGLE,750,10.133,9.668,0.066,7.251,1,DES7232,,5010,MAIN_STORE,19,2025-11-24 11:50:05.019018,Customer_96,Customer,Net 15,+919801385697,5–15 GM,GOLD BRACELET,MAIN_STORE
472,V10471,2025-10-10,SALE,89,LBL00074,1,26.87,26.468,0.019,24.245,916,MAIN_STORE,160395.06,5909.04,2025-10-10,H572788,NECKLACE LBL00074,NECKLACE,916,29.24,29.01,0.026,26.574,1,DES1408,,5005,MAIN_STORE,12,2025-11-24 11:50:05.067827,Customer_89,Customer,Net 30,+918714513575,20–40 GM,GOLD NECKLACE,MAIN_STORE
473,V10472,2025-10-11,SALE,71,LBL00248,1,6.856,6.814,0.075,5.111,750,MAIN_STORE,32939.74,5668.7,2025-10-11,H544726,EARRING LBL00248,EARRING,750,7.061,6.828,0.027,5.121,1,DES8373,,5012,MAIN_STORE,16,2025-11-24 11:50:05.516648,Customer_71,Customer,Net 30,+919715250922,5–10 GM,GOLD EARRING,MAIN_STORE
474,V10473,2025-10-11,SALE,57,LBL00223,1,38.58,38.08,0.211,34.881,916,MAIN_STORE,220520.06,5688.06,2025-10-11,H657062,BRACELET LBL00223,BRACELET,916,38.58,38.08,0.076,34.881,1,DES5775,,5012,MAIN_STORE,21,2025-11-24 11:50:05.456504,Customer_57,Customer,Net 30,+917331578205,30+ GM,GOLD BRACELET,MAIN_STORE
475,V10474,2025-10-11,SALE,95,LBL00140,1,5.789,5.423,0.289,4.067,750,MAIN_STORE,27274.85,5435.34,2025-10-11,H922072,PENDANT LBL00140,PENDANT,750,5.171,4.936,0.096,3.702,1,DES7782,,5001,MAIN_STORE,10,2025-11-24 11:50:05.242820,Customer_95,Customer,Net 0,+919095347470,0–10 GM,GOLD NECKLACE,MAIN_STORE
476,V10475,2025-10-11,SALE,10,LBL00175,1,2.534,2.414,0.0,2.211,916,MAIN_STORE,12023.69,5310.34,2025-10-11,H386929,RING LBL00175,RING,916,2.534,2.394,0.0,2.193,1,DES2875,,5000,MAIN_STORE,7,2025-11-24 11:50:05.338583,Customer_10,Customer,Net 30,+918654984428,2–5 GM,GOLD RINGS,MAIN_STORE
477,V10476,2025-10-11,SALE,72,LBL00072,1,2.532,2.366,0.0,1.384,585,MAIN_STORE,7880.82,5407.34,2025-10-11,H288503,BANGLE LBL00072,BANGLE,585,2.454,2.158,0.0,1.262,1,DES9952,,5004,MAIN_STORE,18,2025-11-24 11:50:05.058511,Customer_72,Customer,Net 15,+917232477787,0–5 GM,GOLD BRACELET,MAIN_STORE
478,V10477,2025-10-11,SALE,120,LBL00182,1,1.395,1.294,0.0,1.185,916,MAIN_STORE,7349.44,5651.77,2025-10-11,H565198,EARRING LBL00182,EARRING,916,1.403,1.345,0.023,1.232,1,DES1831,,5004,MAIN_STORE,14,2025-11-24 11:50:05.355467,Customer_120,Customer,Net 0,+918235598059,0–2 GM,GOLD EARRING,MAIN_STORE
479,V10478,2025-10-11,SALE,79,LBL00161,1,11.471,10.964,0.01,8.223,750,MAIN_STORE,49067.89,5634.46,2025-10-11,H913205,RING LBL00161,RING,750,9.71,9.328,0.048,6.996,1,DES6363,,5004,MAIN_STORE,8,2025-11-24 11:50:05.297196,Customer_79,Customer,Net 0,+919893241312,5–10 GM,GOLD RINGS,MAIN_STORE
480,V10479,2025-10-12,SALE,29,LBL00135,1,11.366,10.791,0.007,9.885,916,MAIN_STORE,58725.52,5586.18,2025-10-12,H303440,PENDANT LBL00135,PENDANT,916,11.01,10.61,0.082,9.718,1,DES6415,,5010,MAIN_STORE,11,2025-11-24 11:50:05.230497,Customer_29,Customer,Net 15,+919719748617,10–20 GM,GOLD NECKLACE,MAIN_STORE
481,V10480,2025-10-12,SALE,52,LBL00138,1,7.459,7.395,0.0,6.774,916,MAIN_STORE,40657.2,5699.28,2025-10-12,H604884,PENDANT LBL00138,PENDANT,916,7.459,6.938,0.004,6.355,1,DES3545,,5014,MAIN_STORE,10,2025-11-24 11:50:05.238528,Customer_52,Customer,Net 30,+918073127233,0–10 GM,GOLD NECKLACE,MAIN_STORE
482,V10481,2025-10-12,SALE,28,LBL00076,1,11.14,10.569,0.053,9.681,916,MAIN_STORE,64161.16,5937.59,2025-10-12,H194560,PENDANT LBL00076,PENDANT,916,11.851,11.306,0.024,10.356,1,DES5097,,5010,MAIN_STORE,11,2025-11-24 11:50:05.074970,Customer_28,Customer,Net 15,+918596523152,10–20 GM,GOLD NECKLACE,MAIN_STORE
483,V10482,2025-10-12,SALE,2,LBL00167,1,27.583,27.505,0.009,20.629,750,MAIN_STORE,131118.67,5871.71,2025-10-12,H820426,NECKLACE LBL00167,NECKLACE,750,30.997,30.84,0.024,23.13,1,DES2426,,5010,MAIN_STORE,12,2025-11-24 11:50:05.313215,Customer_2,Customer,Net 15,+917250396691,20–40 GM,GOLD NECKLACE,MAIN_STORE
484,V10483,2025-10-12,SALE,32,LBL00160,1,5.967,5.391,0.266,3.154,585,MAIN_STORE,23057.07,5497.68,2025-10-12,H606957,PENDANT LBL00160,PENDANT,585,5.967,5.391,0.266,3.154,1,DES9579,,5009,MAIN_STORE,10,2025-11-24 11:50:05.294700,Customer_32,Customer,Net 30,+919343446878,0–10 GM,GOLD NECKLACE,MAIN_STORE
485,V10484,2025-10-12,SALE,50,LBL00030,1,8.768,8.607,0.085,5.035,585,MAIN_STORE,33888.02,5876.61,2025-10-12,H784167,PENDANT LBL00030,PENDANT,585,8.768,8.607,0.085,5.035,1,DES3270,,5018,MAIN_STORE,10,2025-11-24 11:50:04.951289,Customer_50,Customer,Net 0,+917594458674,0–10 GM,GOLD NECKLACE,MAIN_STORE
486,V10485,2025-10-12,SALE,66,LBL00096,1,11.454,10.97,0.024,10.049,916,MAIN_STORE,59648.31,5436.95,2025-10-12,H730421,EARRING LBL00096,EARRING,916,11.971,11.618,0.064,10.642,1,DES1107,,5007,MAIN_STORE,17,2025-11-24 11:50:05.135078,Customer_66,Customer,Net 0,+918436192596,10+ GM,GOLD EARRING,MAIN_STORE
487,V10486,2025-10-13,SALE,11,LBL00132,1,10.524,9.955,0.0,7.466,750,MAIN_STORE,46300.85,5777.92,2025-10-13,H439658,EARRING LBL00132,EARRING,750,10.555,10.381,0.011,7.786,1,DES1100,,5003,MAIN_STORE,17,2025-11-24 11:50:05.222684,Customer_11,Customer,Net 0,+917829441721,10+ GM,GOLD EARRING,MAIN_STORE
488,V10487,2025-10-13,SALE,9,LBL00161,1,9.054,8.92,0.232,6.69,750,MAIN_STORE,45012.81,5843.44,2025-10-13,H913205,RING LBL00161,RING,750,9.71,9.328,0.048,6.996,1,DES6363,,5004,MAIN_STORE,8,2025-11-24 11:50:05.297196,Customer_9,Customer,Net 30,+917992214765,5–10 GM,GOLD RINGS,MAIN_STORE
489,V10488,2025-10-13,SALE,27,LBL00027,1,9.238,8.911,0.264,8.162,916,MAIN_STORE,53916.86,5755.08,2025-10-13,H352036,PENDANT LBL00027,PENDANT,916,8.479,8.161,0.132,7.475,1,DES3502,,5013,MAIN_STORE,10,2025-11-24 11:50:04.944800,Customer_27,Customer,Net 15,+919362581359,0–10 GM,GOLD NECKLACE,MAIN_STORE
490,V10489,2025-10-13,SALE,10,LBL00210,1,10.416,9.965,0.0,5.83,585,MAIN_STORE,34245.7,5737.56,2025-10-13,H694764,PENDANT LBL00210,PENDANT,585,10.198,9.848,0.014,5.761,1,DES6606,,5017,MAIN_STORE,11,2025-11-24 11:50:05.424876,Customer_10,Customer,Net 30,+918654984428,10–20 GM,GOLD NECKLACE,MAIN_STORE
491,V10490,2025-10-13,SALE,7,LBL00019,1,9.378,9.263,0.011,8.485,916,MAIN_STORE,50032.41,5636.1,2025-10-13,H755602,PENDANT LBL00019,PENDANT,916,9.54,9.263,0.084,8.485,1,DES5953,,5007,MAIN_STORE,10,2025-11-24 11:50:04.925601,Customer_7,Customer,Net 0,+919231172272,0–10 GM,GOLD NECKLACE,MAIN_STORE
492,V10491,2025-10-13,SALE,53,LBL00067,1,5.73,5.491,0.121,3.212,585,MAIN_STORE,20356.53,5451.23,2025-10-13,H517375,PENDANT LBL00067,PENDANT,585,5.384,5.189,0.146,3.036,1,DES5989,,5009,MAIN_STORE,10,2025-11-24 11:50:05.046071,Customer_53,Customer,Net 0,+918100558894,0–10 GM,GOLD NECKLACE,MAIN_STORE
493,V10492,2025-10-13,SALE,69,LBL00031,1,37.782,37.769,0.186,34.596,916,MAIN_STORE,217923.6,5765.51,2025-10-13,H667650,NECKLACE LBL00031,NECKLACE,916,36.856,36.352,0.12,33.298,1,DES4314,,5004,MAIN_STORE,12,2025-11-24 11:50:04.953789,Customer_69,Customer,Net 0,+919803665224,20–40 GM,GOLD NECKLACE,MAIN_STORE
494,V10493,2025-10-14,SALE,119,LBL00092,1,10.778,10.471,0.016,9.591,916,MAIN_STORE,53914.52,5440.47,2025-10-14,H669902,EARRING LBL00092,EARRING,916,11.102,10.966,0.016,10.045,1,DES1094,,5019,MAIN_STORE,17,2025-11-24 11:50:05.123491,Customer_119,Customer,Net 0,+919667185159,10+ GM,GOLD EARRING,MAIN_STORE
495,V10494,2025-10-14,SALE,119,LBL00196,1,10.678,10.41,0.041,9.536,916,MAIN_STORE,52433.66,5247.04,2025-10-14,H927094,PENDANT LBL00196,PENDANT,916,9.739,9.328,0.111,8.544,1,DES6320,,5014,MAIN_STORE,10,2025-11-24 11:50:05.388733,Customer_119,Customer,Net 0,+919667185159,0–10 GM,GOLD NECKLACE,MAIN_STORE
496,V10495,2025-10-14,SALE,18,LBL00057,1,10.475,10.024,0.029,5.864,585,MAIN_STORE,35391.21,5678.34,2025-10-14,H913920,PENDANT LBL00057,PENDANT,585,9.726,9.45,0.019,5.528,1,DES1685,,5019,MAIN_STORE,10,2025-11-24 11:50:05.016711,Customer_18,Customer,Net 15,+919896923497,0–10 GM,GOLD NECKLACE,MAIN_STORE
497,V10496,2025-10-15,SALE,2,LBL00246,1,6.008,5.671,0.014,5.195,916,MAIN_STORE,29618.5,5254.87,2025-10-15,H927251,RING LBL00246,RING,916,6.325,6.095,0.048,5.583,1,DES7974,,5019,MAIN_STORE,8,2025-11-24 11:50:05.511366,Customer_2,Customer,Net 15,+917250396691,5–10 GM,GOLD RINGS,MAIN_STORE
498,V10497,2025-10-15,SALE,69,LBL00101,1,49.175,48.842,0.0,44.739,916,MAIN_STORE,286136.15,5760.03,2025-10-15,H252436,NECKLACE LBL00101,NECKLACE,916,47.957,47.54,0.003,43.547,1,DES1531,,5018,MAIN_STORE,13,2025-11-24 11:50:05.148013,Customer_69,Customer,Net 0,+919803665224,40+ GM,GOLD NECKLACE,MAIN_STORE
499,V10498,2025-10-15,SALE,28,LBL00089,1,1.764,1.511,0.255,1.384,916,MAIN_STORE,11480.46,5326.86,2025-10-15,H237962,PENDANT LBL00089,PENDANT,916,1.798,1.648,0.128,1.509,1,DES4323,,5000,MAIN_STORE,10,2025-11-24 11:50:05.114212,Customer_28,Customer,Net 15,+918596523152,0–10 GM,GOLD NECKLACE,MAIN_STORE
500,V10499,2025-10-15,SALE,107,LBL00158,1,49.122,48.963,0.0,44.85,916,MAIN_STORE,287341.61,5796.76,2025-10-15,H937838,NECKLACE LBL00158,NECKLACE,916,50.707,50.539,0.026,46.294,1,DES8907,,5016,MAIN_STORE,13,2025-11-24 11:50:05.289720,Customer_107,Customer,Net 15,+917818147210,40+ GM,GOLD NECKLACE,MAIN_STORE
501,V10500,2025-10-15,SALE,97,LBL00218,1,19.727,19.167,0.046,17.557,916,MAIN_STORE,104164.97,5618.01,2025-10-15,H908812,BRACELET LBL00218,BRACELET,916,19.098,18.736,0.028,17.162,1,DES7208,,5010,MAIN_STORE,20,2025-11-24 11:50:05.444447,Customer_97,Customer,Net 30,+917842240083,15–30 GM,GOLD BRACELET,MAIN_STORE
502,V10501,2025-10-15,SALE,33,LBL00018,1,59.072,59.004,0.174,34.517,585,MAIN_STORE,217801.4,5905.35,2025-10-15,H463625,NECKLACE LBL00018,NECKLACE,585,59.072,59.004,0.174,34.517,1,DES6765,,5011,MAIN_STORE,13,2025-11-24 11:50:04.923219,Customer_33,Customer,Net 0,+918610883633,40+ GM,GOLD NECKLACE,MAIN_STORE
503,V10502,2025-10-15,SALE,84,LBL00172,1,7.515,7.367,0.012,6.748,916,MAIN_STORE,41831.67,5868.58,2025-10-15,H400487,PENDANT LBL00172,PENDANT,916,8.015,7.765,0.025,7.114,1,DES5532,,5017,MAIN_STORE,10,2025-11-24 11:50:05.327896,Customer_84,Customer,Net 15,+918244608630,0–10 GM,GOLD NECKLACE,MAIN_STORE
504,V10503,2025-10-15,SALE,43,LBL00116,1,47.363,46.989,0.014,35.242,750,MAIN_STORE,202604.85,5333.96,2025-10-15,H699121,CHAIN LBL00116,CHAIN,750,46.861,46.676,0.023,35.007,1,DES9666,,5002,MAIN_STORE,4,2025-11-24 11:50:05.185606,Customer_43,Customer,Net 15,+917093206686,20–50 GM,GOLD CHAINS,MAIN_STORE
505,V10504,2025-10-15,SALE,41,LBL00207,1,32.013,31.437,0.0,28.796,916,MAIN_STORE,162083.67,5401.02,2025-10-15,H266744,BRACELET LBL00207,BRACELET,916,33.383,33.291,0.02,30.495,1,DES8903,,5012,MAIN_STORE,21,2025-11-24 11:50:05.417260,Customer_41,Customer,Net 0,+918289924514,30+ GM,GOLD BRACELET,MAIN_STORE
506,V10505,2025-10-15,SALE,83,LBL00190,1,25.189,24.922,0.003,18.692,750,MAIN_STORE,119089.96,5749.08,2025-10-15,H238197,BRACELET LBL00190,BRACELET,750,25.189,24.922,0.073,18.692,1,DES2522,,5014,MAIN_STORE,20,2025-11-24 11:50:05.374495,Customer_83,Customer,Net 0,+917953850512,15–30 GM,GOLD BRACELET,MAIN_STORE
507,V10506,2025-10-16,SALE,46,LBL00115,1,39.388,38.921,0.028,35.652,916,MAIN_STORE,206569.87,5350.68,2025-10-16,H741784,CHAIN LBL00115,CHAIN,916,41.652,41.097,0.031,37.645,1,DES1953,,5003,MAIN_STORE,4,2025-11-24 11:50:05.183035,Customer_46,Customer,Net 30,+919451001264,20–50 GM,GOLD CHAINS,MAIN_STORE
508,V10507,2025-10-16,SALE,36,LBL00216,1,54.395,53.878,0.0,49.352,916,MAIN_STORE,289515.55,5365.45,2025-10-16,H284731,NECKLACE LBL00216,NECKLACE,916,56.697,56.235,0.006,51.511,1,DES6046,,5012,MAIN_STORE,13,2025-11-24 11:50:05.439600,Customer_36,Customer,Net 15,+918705490992,40+ GM,GOLD NECKLACE,MAIN_STORE
509,V10508,2025-10-16,SALE,10,LBL00161,1,9.71,9.271,0.0,6.953,750,MAIN_STORE,43466.32,5676.61,2025-10-16,H913205,RING LBL00161,RING,750,9.71,9.328,0.048,6.996,1,DES6363,,5004,MAIN_STORE,8,2025-11-24 11:50:05.297196,Customer_10,Customer,Net 30,+918654984428,5–10 GM,GOLD RINGS,MAIN_STORE
510,V10509,2025-10-16,SALE,52,LBL00149,1,15.77,15.306,0.0,11.479,750,MAIN_STORE,69300.73,5619.39,2025-10-16,H724103,CHAIN LBL00149,CHAIN,750,15.697,15.348,0.091,11.511,1,DES2914,,5009,MAIN_STORE,3,2025-11-24 11:50:05.263251,Customer_52,Customer,Net 30,+918073127233,10–20 GM,GOLD CHAINS,MAIN_STORE
511,V10510,2025-10-16,SALE,61,LBL00139,1,5.353,4.957,0.0,4.541,916,MAIN_STORE,26828.8,5384.66,2025-10-16,H663051,RING LBL00139,RING,916,5.139,4.79,0.035,4.388,1,DES6490,,5014,MAIN_STORE,8,2025-11-24 11:50:05.240700,Customer_61,Customer,Net 30,+919474899565,5–10 GM,GOLD RINGS,MAIN_STORE
512,V10511,2025-10-16,SALE,110,LBL00188,1,22.744,22.562,0.025,20.667,916,MAIN_STORE,115862.62,5289.75,2025-10-16,H957150,BRACELET LBL00188,BRACELET,916,22.744,22.562,0.025,20.667,1,DES4246,,5017,MAIN_STORE,20,2025-11-24 11:50:05.369726,Customer_110,Customer,Net 0,+918309186996,15–30 GM,GOLD BRACELET,MAIN_STORE
513,V10512,2025-10-16,SALE,85,LBL00003,1,4.743,4.592,0.068,4.206,916,MAIN_STORE,26099.0,5766.4,2025-10-16,H367865,CHAIN LBL00003,CHAIN,916,4.863,4.577,0.034,4.193,1,DES3790,,5001,MAIN_STORE,1,2025-11-24 11:50:04.884677,Customer_85,Customer,Net 15,+917635708419,0–5 GM,GOLD CHAINS,MAIN_STORE
514,V10513,2025-10-16,SALE,23,LBL00041,1,8.345,8.001,0.066,7.329,916,MAIN_STORE,48413.81,5916.93,2025-10-16,H237935,RING LBL00041,RING,916,8.837,8.59,0.038,7.869,1,DES4026,,5000,MAIN_STORE,8,2025-11-24 11:50:04.976541,Customer_23,Customer,Net 30,+918449606729,5–10 GM,GOLD RINGS,MAIN_STORE
515,V10514,2025-10-16,SALE,46,LBL00124,1,6.702,6.668,0.012,5.001,750,MAIN_STORE,28430.64,5414.02,2025-10-16,H101657,RING LBL00124,RING,750,6.702,6.668,0.01,5.001,1,DES2936,,5000,MAIN_STORE,8,2025-11-24 11:50:05.202928,Customer_46,Customer,Net 30,+919451001264,5–10 GM,GOLD RINGS,MAIN_STORE
516,V10515,2025-10-16,SALE,27,LBL00172,1,8.575,8.259,0.008,7.565,916,MAIN_STORE,49424.07,5881.3,2025-10-16,H400487,PENDANT LBL00172,PENDANT,916,8.015,7.765,0.025,7.114,1,DES5532,,5017,MAIN_STORE,10,2025-11-24 11:50:05.327896,Customer_27,Customer,Net 15,+919362581359,0–10 GM,GOLD NECKLACE,MAIN_STORE
517,V10516,2025-10-17,SALE,42,LBL00167,1,31.442,31.371,0.063,23.528,750,MAIN_STORE,140492.32,5420.55,2025-10-17,H820426,NECKLACE LBL00167,NECKLACE,750,30.997,30.84,0.024,23.13,1,DES2426,,5010,MAIN_STORE,12,2025-11-24 11:50:05.313215,Customer_42,Customer,Net 0,+917922656948,20–40 GM,GOLD NECKLACE,MAIN_STORE
518,V10517,2025-10-17,SALE,70,LBL00149,1,15.624,15.278,0.033,11.459,750,MAIN_STORE,68725.86,5486.19,2025-10-17,H724103,CHAIN LBL00149,CHAIN,750,15.697,15.348,0.091,11.511,1,DES2914,,5009,MAIN_STORE,3,2025-11-24 11:50:05.263251,Customer_70,Customer,Net 30,+917049110293,10–20 GM,GOLD CHAINS,MAIN_STORE
519,V10518,2025-10-17,SALE,10,LBL00214,1,31.418,31.103,0.049,28.49,916,MAIN_STORE,163429.36,5384.37,2025-10-17,H720928,BRACELET LBL00214,BRACELET,916,31.91,31.651,0.024,28.992,1,DES8584,,5010,MAIN_STORE,21,2025-11-24 11:50:05.434565,Customer_10,Customer,Net 30,+918654984428,30+ GM,GOLD BRACELET,MAIN_STORE
520,V10519,2025-10-17,SALE,112,LBL00210,1,10.339,10.125,0.044,5.923,585,MAIN_STORE,34987.3,5229.72,2025-10-17,H694764,PENDANT LBL00210,PENDANT,585,10.198,9.848,0.014,5.761,1,DES6606,,5017,MAIN_STORE,11,2025-11-24 11:50:05.424876,Customer_112,Customer,Net 30,+918899277934,10–20 GM,GOLD NECKLACE,MAIN_STORE
521,V10520,2025-10-18,SALE,30,LBL00043,1,10.749,10.694,0.084,9.796,916,MAIN_STORE,55363.1,5332.42,2025-10-18,H694587,PENDANT LBL00043,PENDANT,916,11.657,11.354,0.026,10.401,1,DES4783,,5019,MAIN_STORE,11,2025-11-24 11:50:04.981421,Customer_30,Customer,Net 15,+918389211119,10–20 GM,GOLD NECKLACE,MAIN_STORE
522,V10521,2025-10-18,SALE,92,LBL00155,1,3.556,3.064,0.069,2.298,750,MAIN_STORE,15602.48,5804.99,2025-10-18,H217683,PENDANT LBL00155,PENDANT,750,3.538,3.242,0.034,2.432,1,DES7131,,5001,MAIN_STORE,10,2025-11-24 11:50:05.281638,Customer_92,Customer,Net 15,+919997331061,0–10 GM,GOLD NECKLACE,MAIN_STORE
523,V10522,2025-10-18,SALE,87,LBL00124,1,6.666,6.373,0.0,4.78,750,MAIN_STORE,28848.53,5687.79,2025-10-18,H101657,RING LBL00124,RING,750,6.702,6.668,0.01,5.001,1,DES2936,,5000,MAIN_STORE,8,2025-11-24 11:50:05.202928,Customer_87,Customer,Net 0,+919043780174,5–10 GM,GOLD RINGS,MAIN_STORE
524,V10523,2025-10-18,SALE,6,LBL00063,1,9.707,9.622,0.016,8.814,916,MAIN_STORE,51456.95,5675.12,2025-10-18,H643899,NECKLACE LBL00063,NECKLACE,916,9.738,9.582,0.022,8.778,1,DES9812,,5012,MAIN_STORE,10,2025-11-24 11:50:05.031913,Customer_6,Customer,Net 15,+917334729865,0–10 GM,GOLD NECKLACE,MAIN_STORE
525,V10524,2025-10-18,SALE,19,LBL00147,1,9.681,9.638,0.018,8.828,916,MAIN_STORE,52647.55,5594.4,2025-10-18,H493468,NECKLACE LBL00147,NECKLACE,916,10.202,9.92,0.104,9.087,1,DES9753,,5005,MAIN_STORE,11,2025-11-24 11:50:05.259150,Customer_19,Customer,Net 15,+919857194152,10–20 GM,GOLD NECKLACE,MAIN_STORE
526,V10525,2025-10-18,SALE,73,LBL00249,1,14.094,13.708,0.218,12.557,916,MAIN_STORE,84627.31,5812.23,2025-10-18,H472566,BANGLE LBL00249,BANGLE,916,15.949,15.805,0.087,14.477,1,DES4698,,5005,MAIN_STORE,20,2025-11-24 11:50:05.518992,Customer_73,Customer,Net 15,+919252209366,15–30 GM,GOLD BRACELET,MAIN_STORE
527,V10526,2025-10-18,SALE,58,LBL00056,1,11.741,11.373,0.043,8.53,750,MAIN_STORE,50954.01,5346.96,2025-10-18,H358771,EARRING LBL00056,EARRING,750,11.741,11.373,0.043,8.53,1,DES8005,,5012,MAIN_STORE,17,2025-11-24 11:50:05.014358,Customer_58,Customer,Net 30,+918394541743,10+ GM,GOLD EARRING,MAIN_STORE
528,V10527,2025-10-18,SALE,19,LBL00154,1,11.099,10.62,0.0,9.728,916,MAIN_STORE,56381.5,5590.23,2025-10-18,H650607,EARRING LBL00154,EARRING,916,11.099,10.67,0.014,9.774,1,DES5953,,5005,MAIN_STORE,17,2025-11-24 11:50:05.278591,Customer_19,Customer,Net 15,+919857194152,10+ GM,GOLD EARRING,MAIN_STORE
529,V10528,2025-10-18,SALE,44,LBL00176,1,29.296,28.742,0.059,16.814,585,MAIN_STORE,96806.25,5389.32,2025-10-18,H753205,BRACELET LBL00176,BRACELET,585,28.818,28.392,0.032,16.61,1,DES9422,,5003,MAIN_STORE,20,2025-11-24 11:50:05.341200,Customer_44,Customer,Net 30,+918185226852,15–30 GM,GOLD BRACELET,MAIN_STORE
530,V10529,2025-10-18,SALE,3,LBL00028,1,14.135,14.006,0.068,12.829,916,MAIN_STORE,81643.11,5815.96,2025-10-18,H427557,EARRING LBL00028,EARRING,916,14.585,14.444,0.034,13.23,1,DES6395,,5014,MAIN_STORE,17,2025-11-24 11:50:04.947366,Customer_3,Customer,Net 30,+918141669467,10+ GM,GOLD EARRING,MAIN_STORE
531,V10530,2025-10-19,SALE,116,LBL00122,1,9.981,9.608,0.0,8.801,916,MAIN_STORE,54027.38,5604.97,2025-10-19,H947228,RING LBL00122,RING,916,9.981,9.636,0.043,8.827,1,DES3947,,5019,MAIN_STORE,8,2025-11-24 11:50:05.198137,Customer_116,Customer,Net 30,+918605548088,5–10 GM,GOLD RINGS,MAIN_STORE
532,V10531,2025-10-19,SALE,62,LBL00024,1,22.548,22.149,0.054,20.288,916,MAIN_STORE,118894.77,5225.86,2025-10-19,H458388,BRACELET LBL00024,BRACELET,916,25.175,24.997,0.05,22.897,1,DES7436,,5004,MAIN_STORE,20,2025-11-24 11:50:04.937538,Customer_62,Customer,Net 0,+919556498528,15–30 GM,GOLD BRACELET,MAIN_STORE
533,V10532,2025-10-19,SALE,84,LBL00174,1,38.876,38.611,0.019,35.368,916,MAIN_STORE,199748.35,5256.06,2025-10-19,H385898,NECKLACE LBL00174,NECKLACE,916,38.876,38.611,0.019,35.368,1,DES3446,,5005,MAIN_STORE,12,2025-11-24 11:50:05.336172,Customer_84,Customer,Net 15,+918244608630,20–40 GM,GOLD NECKLACE,MAIN_STORE
534,V10533,2025-10-19,SALE,103,LBL00059,1,8.441,8.147,0.018,4.766,585,MAIN_STORE,30976.82,5800.3,2025-10-19,H513296,RING LBL00059,RING,585,8.524,8.314,0.013,4.864,1,DES9784,,5016,MAIN_STORE,8,2025-11-24 11:50:05.021390,Customer_103,Customer,Net 30,+919473979489,5–10 GM,GOLD RINGS,MAIN_STORE
535,V10534,2025-10-19,SALE,90,LBL00215,1,14.239,13.889,0.007,12.722,916,MAIN_STORE,73980.43,5566.16,2025-10-19,H682051,BANGLE LBL00215,BANGLE,916,14.239,13.889,0.002,12.722,1,DES2599,,5014,MAIN_STORE,19,2025-11-24 11:50:05.436950,Customer_90,Customer,Net 15,+917365411459,5–15 GM,GOLD BRACELET,MAIN_STORE
536,V10535,2025-10-19,SALE,11,LBL00220,1,46.9,46.723,0.041,42.798,916,MAIN_STORE,250874.91,5360.15,2025-10-19,H328182,BANGLE LBL00220,BANGLE,916,47.412,47.055,0.017,43.102,1,DES3276,,5018,MAIN_STORE,21,2025-11-24 11:50:05.449438,Customer_11,Customer,Net 0,+917829441721,30+ GM,GOLD BRACELET,MAIN_STORE
